# time [s]; height [m]; vInf [m/s]; vHor [m/s]; vVer [m/s]
735.30000;39581.85813;25.96637;-16.03398;4.94955
735.55000;39583.09570;25.96646;-16.03556;4.95104
735.80000;39584.33343;25.96652;-16.03683;4.95081
736.05000;39585.57108;25.96663;-16.03801;4.95036
736.30000;39586.80859;25.96679;-16.03910;4.94970
736.55000;39588.04609;25.96696;-16.04043;4.95033
736.80000;39589.28373;25.96709;-16.04176;4.95074
737.05000;39590.52143;25.96721;-16.04305;4.95094
737.30000;39591.75917;25.96734;-16.04430;4.95092
737.55000;39592.99705;25.96741;-16.04586;4.95218
737.80000;39594.23504;25.96748;-16.04708;4.95171
738.05000;39595.47288;25.96761;-16.04820;4.95103
738.30000;39596.71072;25.96774;-16.04956;4.95163
738.55000;39597.94867;25.96784;-16.05091;4.95201
738.80000;39599.18669;25.96794;-16.05223;4.95217
739.05000;39600.42473;25.96804;-16.05350;4.95212
739.30000;39601.66273;25.96817;-16.05470;4.95184
739.55000;39602.90081;25.96826;-16.05618;4.95284
739.80000;39604.13893;25.96838;-16.05731;4.95213
740.05000;39605.37704;25.96850;-16.05868;4.95270
740.30000;39606.61525;25.96859;-16.06004;4.95304
740.55000;39607.85353;25.96867;-16.06136;4.95317
740.80000;39609.09181;25.96877;-16.06263;4.95307
741.05000;39610.33004;25.96890;-16.06382;4.95276
741.30000;39611.56835;25.96900;-16.06529;4.95373
741.55000;39612.80669;25.96912;-16.06641;4.95298
741.80000;39614.04500;25.96925;-16.06777;4.95351
742.05000;39615.28342;25.96935;-16.06911;4.95382
742.30000;39616.52188;25.96945;-16.07041;4.95391
742.55000;39617.76034;25.96957;-16.07165;4.95378
742.80000;39618.99893;25.96964;-16.07319;4.95493
743.05000;39620.23759;25.96971;-16.07439;4.95435
743.30000;39621.47608;25.96986;-16.07547;4.95357
743.55000;39622.71453;25.97001;-16.07680;4.95406
743.80000;39623.95308;25.97015;-16.07810;4.95433
744.05000;39625.19167;25.97028;-16.07936;4.95440
744.30000;39626.43044;25.97036;-16.08093;4.95574
744.55000;39627.66933;25.97042;-16.08218;4.95536
744.80000;39628.90809;25.97054;-16.08333;4.95475
745.05000;39630.14686;25.97065;-16.08474;4.95543
745.30000;39631.38578;25.97073;-16.08613;4.95588
745.55000;39632.62478;25.97079;-16.08750;4.95611
745.80000;39633.86380;25.97086;-16.08882;4.95611
746.05000;39635.10280;25.97095;-16.09007;4.95589
746.30000;39636.34172;25.97108;-16.09124;4.95545
746.55000;39637.58069;25.97120;-16.09268;4.95629
746.80000;39638.81965;25.97134;-16.09375;4.95542
747.05000;39640.05855;25.97150;-16.09506;4.95582
747.30000;39641.29753;25.97165;-16.09634;4.95602
747.55000;39642.53672;25.97172;-16.09794;4.95749
747.80000;39643.77606;25.97178;-16.09923;4.95724
748.05000;39645.01532;25.97187;-16.10043;4.95677
748.30000;39646.25461;25.97195;-16.10189;4.95757
748.55000;39647.49388;25.97207;-16.10298;4.95665
748.80000;39648.73309;25.97220;-16.10431;4.95701
749.05000;39649.97236;25.97233;-16.10560;4.95716
749.30000;39651.21164;25.97247;-16.10683;4.95709
749.55000;39652.45107;25.97256;-16.10837;4.95829
749.80000;39653.69057;25.97265;-16.10957;4.95778
750.05000;39654.92993;25.97280;-16.11067;4.95705
750.30000;39656.16926;25.97296;-16.11200;4.95760
750.55000;39657.40870;25.97309;-16.11333;4.95794
750.80000;39658.64820;25.97322;-16.11461;4.95806
751.05000;39659.88789;25.97328;-16.11622;4.95945
751.30000;39661.12771;25.97332;-16.11750;4.95912
751.55000;39662.36743;25.97342;-16.11869;4.95857
751.80000;39663.60716;25.97351;-16.12013;4.95929
752.05000;39664.84686;25.97364;-16.12120;4.95830
752.30000;39666.08646;25.97379;-16.12249;4.95858
752.55000;39667.32612;25.97395;-16.12374;4.95865
752.80000;39668.56595;25.97404;-16.12530;4.95999
753.05000;39669.80590;25.97412;-16.12654;4.95962
753.30000;39671.04573;25.97425;-16.12769;4.95903
753.55000;39672.28557;25.97438;-16.12909;4.95972
753.80000;39673.52556;25.97447;-16.13048;4.96018
754.05000;39674.76564;25.97454;-16.13184;4.96042
754.30000;39676.00575;25.97462;-16.13316;4.96044
754.55000;39677.24583;25.97472;-16.13442;4.96024
754.80000;39678.48584;25.97486;-16.13559;4.95982
755.05000;39679.72590;25.97498;-16.13703;4.96067
755.30000;39680.96596;25.97513;-16.13811;4.95982
755.55000;39682.20597;25.97529;-16.13942;4.96024
755.80000;39683.44624;25.97536;-16.14107;4.96193
756.05000;39684.68653;25.97547;-16.14207;4.96042
756.30000;39685.92679;25.97557;-16.14360;4.96167
756.55000;39687.16715;25.97567;-16.14481;4.96121
756.80000;39688.40737;25.97583;-16.14592;4.96054
757.05000;39689.64758;25.97598;-16.14727;4.96114
757.30000;39690.88792;25.97611;-16.14861;4.96153
757.55000;39692.12832;25.97623;-16.14992;4.96170
757.80000;39693.36874;25.97636;-16.15118;4.96165
758.05000;39694.60930;25.97644;-16.15274;4.96286
758.30000;39695.84996;25.97651;-16.15397;4.96237
758.55000;39697.09065;25.97657;-16.15546;4.96314
758.80000;39698.33131;25.97667;-16.15657;4.96220
759.05000;39699.57190;25.97679;-16.15791;4.96252
759.30000;39700.81255;25.97691;-16.15921;4.96263
759.55000;39702.05319;25.97704;-16.16046;4.96252
759.80000;39703.29396;25.97712;-16.16200;4.96367
760.05000;39704.53481;25.97721;-16.16320;4.96312
760.30000;39705.77549;25.97737;-16.16429;4.96235
760.55000;39707.01614;25.97753;-16.16562;4.96285
760.80000;39708.25689;25.97767;-16.16693;4.96314
761.05000;39709.49769;25.97782;-16.16820;4.96321
761.30000;39710.73866;25.97790;-16.16978;4.96455
761.55000;39711.97975;25.97796;-16.17104;4.96419
761.80000;39713.22072;25.97809;-16.17220;4.96360
762.05000;39714.46171;25.97820;-16.17362;4.96427
762.30000;39715.70283;25.97828;-16.17503;4.96473
762.55000;39716.94404;25.97835;-16.17640;4.96496
762.80000;39718.18528;25.97842;-16.17773;4.96496
763.05000;39719.42649;25.97852;-16.17900;4.96474
763.30000;39720.66762;25.97865;-16.18018;4.96430
763.55000;39721.90880;25.97877;-16.18163;4.96513
763.80000;39723.14998;25.97891;-16.18271;4.96426
764.05000;39724.39109;25.97908;-16.18402;4.96466
764.30000;39725.63228;25.97923;-16.18531;4.96485
764.55000;39726.87349;25.97938;-16.18655;4.96482
764.80000;39728.11485;25.97949;-16.18809;4.96606
765.05000;39729.35631;25.97959;-16.18930;4.96560
765.30000;39730.59781;25.97967;-16.19078;4.96639
765.55000;39731.83929;25.97979;-16.19189;4.96549
765.80000;39733.08071;25.97993;-16.19322;4.96585
766.05000;39734.32219;25.98005;-16.19452;4.96599
766.30000;39735.56368;25.98019;-16.19577;4.96592
766.55000;39736.80531;25.98028;-16.19731;4.96711
766.80000;39738.04702;25.98037;-16.19853;4.96659
767.05000;39739.28876;25.98045;-16.20000;4.96734
767.30000;39740.53047;25.98057;-16.20110;4.96638
767.55000;39741.77211;25.98071;-16.20242;4.96668
767.80000;39743.01379;25.98085;-16.20370;4.96678
768.05000;39744.25547;25.98100;-16.20493;4.96665
768.30000;39745.49727;25.98111;-16.20645;4.96779
768.55000;39746.73915;25.98122;-16.20763;4.96723
768.80000;39747.98105;25.98133;-16.20907;4.96793
769.05000;39749.22309;25.98139;-16.21050;4.96841
769.30000;39750.46504;25.98152;-16.21154;4.96719
769.55000;39751.70702;25.98162;-16.21314;4.96870
769.80000;39752.94917;25.98169;-16.21444;4.96851
770.05000;39754.19125;25.98180;-16.21566;4.96810
770.30000;39755.43338;25.98189;-16.21714;4.96895
770.55000;39756.67551;25.98201;-16.21826;4.96810
770.80000;39757.91759;25.98214;-16.21962;4.96851
771.05000;39759.15974;25.98227;-16.22094;4.96870
771.30000;39760.40191;25.98239;-16.22221;4.96867
771.55000;39761.64405;25.98255;-16.22342;4.96843
771.80000;39762.88628;25.98266;-16.22491;4.96946
772.05000;39764.12856;25.98279;-16.22605;4.96878
772.30000;39765.37083;25.98293;-16.22744;4.96937
772.55000;39766.61322;25.98303;-16.22882;4.96974
772.80000;39767.85568;25.98313;-16.23016;4.96989
773.05000;39769.09814;25.98323;-16.23145;4.96982
773.30000;39770.34056;25.98337;-16.23267;4.96953
773.55000;39771.58306;25.98347;-16.23416;4.97049
773.80000;39772.82559;25.98359;-16.23530;4.96977
774.05000;39774.06810;25.98372;-16.23669;4.97030
774.30000;39775.31071;25.98383;-16.23805;4.97061
774.55000;39776.55338;25.98393;-16.23938;4.97070
774.80000;39777.79604;25.98405;-16.24064;4.97057
775.05000;39779.03864;25.98420;-16.24184;4.97023
775.30000;39780.28131;25.98432;-16.24330;4.97114
775.55000;39781.52400;25.98447;-16.24442;4.97037
775.80000;39782.76665;25.98462;-16.24576;4.97085
776.05000;39784.00940;25.98476;-16.24709;4.97113
776.30000;39785.25219;25.98489;-16.24838;4.97118
776.55000;39786.49515;25.98497;-16.24997;4.97249
776.80000;39787.73822;25.98504;-16.25124;4.97210
777.05000;39788.98117;25.98516;-16.25241;4.97149
777.30000;39790.22412;25.98528;-16.25383;4.97213
777.55000;39791.46721;25.98536;-16.25524;4.97255
777.80000;39792.71019;25.98551;-16.25625;4.97129
778.05000;39793.95319;25.98564;-16.25782;4.97274
778.30000;39795.19635;25.98574;-16.25909;4.97251
778.55000;39796.43942;25.98588;-16.26027;4.97207
778.80000;39797.68254;25.98601;-16.26171;4.97287
779.05000;39798.92565;25.98617;-16.26280;4.97199
779.30000;39800.16869;25.98634;-16.26411;4.97238
779.55000;39801.41181;25.98651;-16.26539;4.97255
779.80000;39802.65512;25.98660;-16.26699;4.97397
780.05000;39803.89858;25.98668;-16.26828;4.97370
780.30000;39805.14195;25.98680;-16.26947;4.97321
780.55000;39806.38534;25.98690;-16.27093;4.97397
780.80000;39807.62872;25.98705;-16.27202;4.97305
781.05000;39808.87202;25.98721;-16.27334;4.97338
781.30000;39810.11538;25.98737;-16.27461;4.97350
781.55000;39811.35893;25.98746;-16.27620;4.97487
781.80000;39812.60261;25.98754;-16.27748;4.97454
782.05000;39813.84617;25.98767;-16.27866;4.97400
782.30000;39815.08976;25.98778;-16.28010;4.97471
782.55000;39816.33332;25.98794;-16.28116;4.97373
782.80000;39817.57697;25.98805;-16.28281;4.97548
783.05000;39818.82066;25.98819;-16.28382;4.97407
783.30000;39820.06434;25.98831;-16.28537;4.97538
783.55000;39821.30814;25.98842;-16.28660;4.97500
783.80000;39822.55182;25.98859;-16.28773;4.97441
784.05000;39823.79550;25.98875;-16.28912;4.97508
784.30000;39825.03933;25.98888;-16.29050;4.97553
784.55000;39826.28324;25.98899;-16.29185;4.97576
784.80000;39827.52718;25.98910;-16.29315;4.97577
785.05000;39828.77110;25.98924;-16.29440;4.97557
785.30000;39830.01512;25.98933;-16.29592;4.97661
785.55000;39831.25919;25.98944;-16.29711;4.97597
785.80000;39832.50326;25.98955;-16.29854;4.97657
786.05000;39833.74745;25.98963;-16.29995;4.97695
786.30000;39834.99152;25.98978;-16.30096;4.97564
786.55000;39836.23561;25.98991;-16.30253;4.97705
786.80000;39837.47984;25.99001;-16.30379;4.97678
787.05000;39838.72397;25.99016;-16.30496;4.97629
787.30000;39839.96814;25.99030;-16.30639;4.97705
787.55000;39841.21247;25.99040;-16.30782;4.97759
787.80000;39842.45673;25.99055;-16.30887;4.97645
788.05000;39843.70085;25.99074;-16.31012;4.97656
788.30000;39844.94517;25.99086;-16.31168;4.97793
788.55000;39846.18961;25.99097;-16.31293;4.97761
788.80000;39847.43394;25.99113;-16.31409;4.97708
789.05000;39848.67830;25.99128;-16.31551;4.97780
789.30000;39849.92282;25.99139;-16.31692;4.97830
789.55000;39851.16742;25.99148;-16.31830;4.97858
789.80000;39852.41189;25.99164;-16.31928;4.97717
790.05000;39853.65635;25.99179;-16.32081;4.97849
790.30000;39854.90093;25.99193;-16.32202;4.97812
790.55000;39856.14557;25.99205;-16.32350;4.97900
790.80000;39857.39022;25.99219;-16.32463;4.97820
791.05000;39858.63482;25.99234;-16.32599;4.97865
791.30000;39859.87952;25.99247;-16.32732;4.97889
791.55000;39861.12424;25.99261;-16.32861;4.97891
791.80000;39862.36894;25.99277;-16.32983;4.97871
792.05000;39863.61375;25.99289;-16.33134;4.97976
792.30000;39864.85861;25.99302;-16.33252;4.97914
792.55000;39866.10348;25.99315;-16.33393;4.97975
792.80000;39867.34846;25.99325;-16.33534;4.98015
793.05000;39868.59334;25.99341;-16.33634;4.97887
793.30000;39869.83824;25.99355;-16.33791;4.98030
793.55000;39871.08328;25.99367;-16.33917;4.98005
793.80000;39872.32823;25.99383;-16.34034;4.97958
794.05000;39873.57323;25.99397;-16.34177;4.98037
794.30000;39874.81839;25.99408;-16.34321;4.98093
794.55000;39876.06348;25.99423;-16.34426;4.97982
794.80000;39877.30846;25.99442;-16.34552;4.97996
795.05000;39878.55362;25.99454;-16.34709;4.98134
795.30000;39879.79892;25.99465;-16.34836;4.98105
795.55000;39881.04411;25.99480;-16.34953;4.98053
795.80000;39882.28934;25.99494;-16.35096;4.98127
796.05000;39883.53472;25.99505;-16.35238;4.98179
796.30000;39884.78002;25.99520;-16.35343;4.98062
796.55000;39886.02537;25.99533;-16.35503;4.98217
796.80000;39887.27090;25.99542;-16.35634;4.98203
797.05000;39888.51636;25.99554;-16.35757;4.98167
797.30000;39889.76171;25.99572;-16.35871;4.98110
797.55000;39891.00707;25.99589;-16.36010;4.98178
797.80000;39892.25257;25.99603;-16.36148;4.98225
798.05000;39893.49816;25.99615;-16.36284;4.98249
798.30000;39894.74379;25.99627;-16.36416;4.98252
798.55000;39895.98940;25.99641;-16.36541;4.98233
798.80000;39897.23493;25.99658;-16.36658;4.98193
799.05000;39898.48052;25.99674;-16.36802;4.98278
799.30000;39899.72629;25.99684;-16.36947;4.98341
799.55000;39900.97201;25.99700;-16.37054;4.98236
799.80000;39902.21763;25.99718;-16.37182;4.98256
800.05000;39903.46326;25.99737;-16.37306;4.98255
800.30000;39904.70906;25.99750;-16.37460;4.98379
800.55000;39905.95495;25.99763;-16.37581;4.98335
800.80000;39907.20089;25.99774;-16.37729;4.98415
801.05000;39908.44682;25.99788;-16.37841;4.98328
801.30000;39909.69268;25.99804;-16.37975;4.98365
801.55000;39910.93861;25.99820;-16.38106;4.98380
801.80000;39912.18456;25.99836;-16.38232;4.98375
802.05000;39913.43064;25.99847;-16.38387;4.98493
802.30000;39914.67681;25.99857;-16.38510;4.98444
802.55000;39915.92283;25.99875;-16.38622;4.98373
802.80000;39917.16883;25.99892;-16.38758;4.98426
803.05000;39918.41494;25.99908;-16.38892;4.98459
803.30000;39919.66110;25.99922;-16.39023;4.98470
803.55000;39920.90726;25.99938;-16.39148;4.98460
803.80000;39922.15355;25.99950;-16.39302;4.98573
804.05000;39923.39992;25.99961;-16.39424;4.98519
804.30000;39924.64630;25.99972;-16.39570;4.98589
804.55000;39925.89265;25.99987;-16.39679;4.98492
804.80000;39927.13891;26.00004;-16.39810;4.98518
805.05000;39928.38522;26.00022;-16.39937;4.98524
805.30000;39929.63151;26.00041;-16.40059;4.98508
805.55000;39930.87791;26.00056;-16.40209;4.98617
805.80000;39932.12439;26.00071;-16.40325;4.98560
806.05000;39933.37087;26.00086;-16.40467;4.98626
806.30000;39934.61749;26.00097;-16.40608;4.98670
806.55000;39935.86419;26.00107;-16.40746;4.98693
806.80000;39937.11092;26.00117;-16.40879;4.98693
807.05000;39938.35763;26.00130;-16.41006;4.98671
807.30000;39939.60425;26.00146;-16.41124;4.98628
807.55000;39940.85092;26.00161;-16.41269;4.98708
807.80000;39942.09759;26.00179;-16.41378;4.98622
808.05000;39943.34419;26.00198;-16.41510;4.98661
808.30000;39944.59086;26.00216;-16.41639;4.98679
808.55000;39945.83756;26.00235;-16.41763;4.98676
808.80000;39947.08440;26.00249;-16.41917;4.98796
809.05000;39948.33133;26.00262;-16.42038;4.98750
809.30000;39949.57830;26.00273;-16.42185;4.98828
809.55000;39950.82526;26.00288;-16.42296;4.98738
809.80000;39952.07215;26.00305;-16.42430;4.98772
810.05000;39953.31909;26.00322;-16.42560;4.98785
810.30000;39954.56605;26.00339;-16.42685;4.98777
810.55000;39955.81314;26.00352;-16.42839;4.98893
810.80000;39957.06030;26.00364;-16.42960;4.98842
811.05000;39958.30732;26.00383;-16.43070;4.98769
811.30000;39959.55431;26.00403;-16.43205;4.98821
811.55000;39960.80140;26.00420;-16.43337;4.98852
811.80000;39962.04854;26.00437;-16.43466;4.98862
812.05000;39963.29568;26.00455;-16.43590;4.98850
812.30000;39964.54277;26.00477;-16.43706;4.98819
812.55000;39965.78993;26.00495;-16.43850;4.98911
812.80000;39967.03729;26.00508;-16.43995;4.98982
813.05000;39968.28481;26.00516;-16.44140;4.99031
813.30000;39969.53224;26.00531;-16.44246;4.98913
813.55000;39970.77953;26.00550;-16.44372;4.98918
813.80000;39972.02699;26.00563;-16.44528;4.99048
814.05000;39973.27456;26.00575;-16.44653;4.99011
814.30000;39974.52201;26.00593;-16.44768;4.98952
814.55000;39975.76947;26.00609;-16.44908;4.99017
814.80000;39977.01707;26.00623;-16.45048;4.99060
815.05000;39978.26456;26.00642;-16.45148;4.98938
815.30000;39979.51191;26.00667;-16.45268;4.98939
815.55000;39980.75942;26.00685;-16.45419;4.99066
815.80000;39982.00703;26.00703;-16.45537;4.99026
816.05000;39983.25452;26.00725;-16.45647;4.98966
816.30000;39984.50202;26.00748;-16.45781;4.99030
816.55000;39985.74965;26.00767;-16.45915;4.99074
816.80000;39986.99736;26.00784;-16.46047;4.99097
817.05000;39988.24510;26.00801;-16.46174;4.99098
817.30000;39989.49283;26.00821;-16.46295;4.99079
817.55000;39990.74065;26.00836;-16.46444;4.99183
817.80000;39991.98872;26.00845;-16.46596;4.99266
818.05000;39993.23677;26.00857;-16.46712;4.99181
818.30000;39994.48460;26.00878;-16.46815;4.99076
818.55000;39995.73231;26.00902;-16.46938;4.99094
818.80000;39996.98022;26.00919;-16.47094;4.99237
819.05000;39998.22828;26.00933;-16.47219;4.99213
819.30000;39999.47626;26.00952;-16.47336;4.99169
819.55000;40000.72428;26.00969;-16.47479;4.99248
819.80000;40001.97247;26.00981;-16.47623;4.99305
820.05000;40003.22078;26.00991;-16.47765;4.99341
820.30000;40004.46915;26.01000;-16.47903;4.99354
820.55000;40005.71752;26.01010;-16.48036;4.99344
820.80000;40006.96584;26.01023;-16.48161;4.99313
821.05000;40008.21406;26.01041;-16.48277;4.99260
821.30000;40009.46230;26.01058;-16.48419;4.99331
821.55000;40010.71069;26.01071;-16.48561;4.99380
821.80000;40011.95917;26.01082;-16.48700;4.99407
822.05000;40013.20769;26.01093;-16.48835;4.99412
822.30000;40014.45620;26.01105;-16.48964;4.99395
822.55000;40015.70464;26.01122;-16.49084;4.99356
822.80000;40016.95314;26.01135;-16.49232;4.99440
823.05000;40018.20181;26.01144;-16.49380;4.99503
823.30000;40019.45044;26.01158;-16.49491;4.99399
823.55000;40020.69896;26.01175;-16.49622;4.99417
823.80000;40021.94750;26.01192;-16.49749;4.99415
824.05000;40023.19619;26.01204;-16.49906;4.99535
824.30000;40024.44497;26.01216;-16.50030;4.99489
824.55000;40025.69379;26.01226;-16.50180;4.99566
824.80000;40026.94259;26.01240;-16.50294;4.99476
825.05000;40028.19132;26.01256;-16.50429;4.99508
825.30000;40029.44011;26.01271;-16.50562;4.99520
825.55000;40030.68889;26.01287;-16.50688;4.99509
825.80000;40031.93781;26.01298;-16.50844;4.99622
826.05000;40033.18679;26.01310;-16.50967;4.99568
826.30000;40034.43580;26.01321;-16.51114;4.99636
826.55000;40035.68477;26.01336;-16.51225;4.99539
826.80000;40036.93382;26.01346;-16.51393;4.99707
827.05000;40038.18291;26.01360;-16.51497;4.99566
827.30000;40039.43198;26.01372;-16.51655;4.99690
827.55000;40040.68116;26.01384;-16.51780;4.99649
827.80000;40041.93020;26.01401;-16.51896;4.99586
828.05000;40043.17924;26.01418;-16.52036;4.99646
828.30000;40044.42841;26.01432;-16.52175;4.99685
828.55000;40045.67764;26.01444;-16.52311;4.99702
828.80000;40046.92689;26.01458;-16.52441;4.99697
829.05000;40048.17628;26.01466;-16.52601;4.99814
829.30000;40049.42575;26.01475;-16.52728;4.99764
829.55000;40050.67507;26.01490;-16.52844;4.99693
829.80000;40051.92437;26.01506;-16.52984;4.99743
830.05000;40053.17376;26.01519;-16.53122;4.99773
830.30000;40054.42320;26.01532;-16.53256;4.99780
830.55000;40055.67264;26.01547;-16.53384;4.99766
830.80000;40056.92201;26.01565;-16.53504;4.99730
831.05000;40058.17144;26.01580;-16.53652;4.99818
831.30000;40059.42107;26.01590;-16.53800;4.99883
831.55000;40060.67065;26.01605;-16.53911;4.99782
831.80000;40061.92013;26.01622;-16.54044;4.99804
832.05000;40063.16964;26.01640;-16.54172;4.99805
832.30000;40064.41931;26.01651;-16.54329;4.99928
832.55000;40065.66907;26.01663;-16.54455;4.99885
832.80000;40066.91870;26.01680;-16.54571;4.99821
833.05000;40068.16833;26.01698;-16.54711;4.99879
833.30000;40069.41807;26.01712;-16.54849;4.99915
833.55000;40070.66788;26.01725;-16.54984;4.99931
833.80000;40071.91770;26.01739;-16.55114;4.99924
834.05000;40073.16747;26.01756;-16.55238;4.99896
834.30000;40074.41733;26.01770;-16.55388;4.99990
834.55000;40075.66721;26.01786;-16.55504;4.99919
834.80000;40076.91708;26.01802;-16.55644;4.99970
835.05000;40078.16704;26.01816;-16.55782;5.00000
835.30000;40079.41705;26.01829;-16.55915;5.00007
835.55000;40080.66705;26.01844;-16.56044;4.99994
835.80000;40081.91699;26.01863;-16.56164;4.99959
836.05000;40083.16699;26.01878;-16.56311;5.00046
836.30000;40084.41719;26.01889;-16.56460;5.00111
836.55000;40085.66734;26.01904;-16.56571;5.00012
836.80000;40086.91740;26.01921;-16.56704;5.00034
837.05000;40088.16766;26.01931;-16.56868;5.00178
837.30000;40089.41790;26.01947;-16.56966;5.00013
837.55000;40090.66806;26.01964;-16.57115;5.00114
837.80000;40091.91827;26.01981;-16.57231;5.00050
838.05000;40093.16846;26.01999;-16.57371;5.00108
838.30000;40094.41878;26.02013;-16.57510;5.00145
838.55000;40095.66916;26.02027;-16.57645;5.00161
838.80000;40096.91956;26.02041;-16.57776;5.00154
839.05000;40098.16991;26.02058;-16.57899;5.00126
839.30000;40099.42034;26.02072;-16.58050;5.00220
839.55000;40100.67080;26.02088;-16.58166;5.00150
839.80000;40101.92124;26.02104;-16.58306;5.00201
840.05000;40103.17178;26.02118;-16.58444;5.00230
840.30000;40104.42237;26.02132;-16.58578;5.00238
840.55000;40105.67294;26.02147;-16.58707;5.00225
840.80000;40106.92346;26.02165;-16.58828;5.00189
841.05000;40108.17404;26.02181;-16.58975;5.00277
841.30000;40109.42464;26.02199;-16.59088;5.00199
841.55000;40110.67519;26.02219;-16.59224;5.00244
841.80000;40111.92583;26.02236;-16.59357;5.00268
842.05000;40113.17650;26.02253;-16.59487;5.00270
842.30000;40114.42733;26.02265;-16.59646;5.00394
842.55000;40115.67827;26.02276;-16.59773;5.00353
842.80000;40116.92907;26.02293;-16.59890;5.00290
843.05000;40118.17987;26.02310;-16.60032;5.00349
843.30000;40119.43079;26.02323;-16.60172;5.00387
843.55000;40120.68178;26.02336;-16.60309;5.00402
843.80000;40121.93278;26.02349;-16.60441;5.00396
844.05000;40123.18373;26.02366;-16.60565;5.00368
844.30000;40124.43459;26.02386;-16.60681;5.00319
844.55000;40125.68548;26.02405;-16.60823;5.00393
844.80000;40126.93653;26.02420;-16.60965;5.00445
845.05000;40128.18768;26.02433;-16.61105;5.00475
845.30000;40129.43870;26.02453;-16.61205;5.00342
845.55000;40130.68972;26.02471;-16.61360;5.00473
845.80000;40131.94086;26.02488;-16.61483;5.00440
846.05000;40133.19189;26.02509;-16.61597;5.00386
846.30000;40134.44294;26.02530;-16.61737;5.00454
846.55000;40135.69414;26.02546;-16.61876;5.00501
846.80000;40136.94542;26.02561;-16.62013;5.00527
847.05000;40138.19674;26.02576;-16.62146;5.00531
847.30000;40139.44805;26.02593;-16.62273;5.00514
847.55000;40140.69929;26.02613;-16.62392;5.00476
847.80000;40141.95058;26.02630;-16.62537;5.00560
848.05000;40143.20188;26.02651;-16.62648;5.00479
848.30000;40144.45313;26.02672;-16.62782;5.00521
848.55000;40145.70446;26.02692;-16.62913;5.00543
848.80000;40146.95582;26.02712;-16.63039;5.00543
849.05000;40148.20733;26.02727;-16.63196;5.00666
849.30000;40149.45894;26.02741;-16.63320;5.00623
849.55000;40150.71060;26.02753;-16.63471;5.00702
849.80000;40151.96225;26.02768;-16.63585;5.00616
850.05000;40153.21383;26.02785;-16.63722;5.00651
850.30000;40154.46548;26.02801;-16.63856;5.00665
850.55000;40155.71713;26.02818;-16.63984;5.00658
850.80000;40156.96874;26.02838;-16.64106;5.00629
851.05000;40158.22043;26.02855;-16.64255;5.00723
851.30000;40159.47215;26.02873;-16.64369;5.00652
851.55000;40160.72384;26.02892;-16.64508;5.00703
851.80000;40161.97564;26.02909;-16.64644;5.00733
852.05000;40163.22748;26.02925;-16.64777;5.00741
852.30000;40164.47932;26.02942;-16.64904;5.00729
852.55000;40165.73110;26.02963;-16.65023;5.00695
852.80000;40166.98294;26.02981;-16.65170;5.00783
853.05000;40168.23480;26.03001;-16.65282;5.00707
853.30000;40169.48663;26.03022;-16.65417;5.00753
853.55000;40170.73854;26.03041;-16.65550;5.00779
853.80000;40171.99050;26.03060;-16.65679;5.00783
854.05000;40173.24243;26.03081;-16.65802;5.00767
854.30000;40174.49448;26.03097;-16.65954;5.00872
854.55000;40175.74659;26.03115;-16.66072;5.00813
854.80000;40176.99870;26.03131;-16.66215;5.00875
855.05000;40178.25076;26.03153;-16.66321;5.00774
855.30000;40179.50272;26.03177;-16.66449;5.00795
855.55000;40180.75489;26.03193;-16.66607;5.00938
855.80000;40182.00720;26.03208;-16.66736;5.00917
856.05000;40183.25944;26.03226;-16.66857;5.00874
856.30000;40184.51155;26.03250;-16.66968;5.00811
856.55000;40185.76365;26.03274;-16.67103;5.00870
856.80000;40187.01587;26.03294;-16.67238;5.00908
857.05000;40188.26816;26.03313;-16.67369;5.00925
857.30000;40189.52047;26.03333;-16.67496;5.00922
857.55000;40190.77292;26.03348;-16.67652;5.01040
857.80000;40192.02546;26.03363;-16.67776;5.00993
858.05000;40193.27786;26.03383;-16.67890;5.00926
858.30000;40194.53025;26.03404;-16.68027;5.00980
858.55000;40195.78274;26.03422;-16.68163;5.01013
858.80000;40197.03528;26.03439;-16.68296;5.01025
859.05000;40198.28783;26.03458;-16.68423;5.01015
859.30000;40199.54033;26.03479;-16.68544;5.00985
859.55000;40200.79291;26.03497;-16.68691;5.01076
859.80000;40202.04551;26.03517;-16.68804;5.01005
860.05000;40203.29809;26.03538;-16.68941;5.01054
860.30000;40204.55076;26.03557;-16.69076;5.01082
860.55000;40205.80347;26.03575;-16.69207;5.01090
860.80000;40207.05618;26.03595;-16.69332;5.01076
861.05000;40208.30883;26.03617;-16.69450;5.01042
861.30000;40209.56154;26.03637;-16.69595;5.01129
861.55000;40210.81427;26.03660;-16.69706;5.01054
861.80000;40212.06696;26.03683;-16.69840;5.01100
862.05000;40213.31975;26.03704;-16.69971;5.01126
862.30000;40214.57257;26.03725;-16.70099;5.01131
862.55000;40215.82537;26.03748;-16.70221;5.01115
862.80000;40217.07829;26.03766;-16.70372;5.01220
863.05000;40218.33127;26.03785;-16.70489;5.01163
863.30000;40219.58426;26.03803;-16.70631;5.01226
863.55000;40220.83720;26.03826;-16.70737;5.01127
863.80000;40222.09005;26.03851;-16.70864;5.01150
864.05000;40223.34310;26.03869;-16.71023;5.01293
864.30000;40224.59631;26.03884;-16.71151;5.01274
